Feature-Feature Interaction	HepG2 - Interaction SHAP	K562 - Interaction SHAP	HepG2 - F1 (1st Individual Feature in Interaction) SHAP	K562 - F1 (1st Individual Feature in Interaction) SHAP	HepG2 - F2 (2nd Individual Feature in Interaction) SHAP	K562 - F2 (2nd Individual Feature in Interaction) SHAP	HepG2 - Both Bound: # Points	K562 - Both Bound: # Points	HepG2 - Both Bound: Average	K562 - Both Bound: Average	HepG2 - Both Bound: Median	K562 - Both Bound: Median	HepG2 - F1 Bound Only: # Points	K562 - F1 Bound Only: # Points	HepG2 - F1 Bound Only: Average	K562 - F1 Bound Only: Average	HepG2 - F1 Bound Only: Median	K562 - F1 Bound Only: Median	HepG2 - F2 Bound Only: # Points	K562 - F2 Bound Only: # Points	HepG2 - F2 Bound Only: Average	K562 - F2 Bound Only: Average	HepG2 - F2 Bound Only: Median	K562 - F2 Bound Only: Median	HepG2 - Both Bound vs F1 Bound Only: Abs(Diff Average)	HepG2 - Both Bound vs F1 Bound Only: Abs(Diff Median)	K562 - Both Bound vs F1 Bound Only: Abs(Diff Average)	K562 - Both Bound vs F1 Bound Only: Abs(Diff Median)	HepG2 - Both Bound vs F2 Bound Only: Abs(Diff Average)	HepG2 - Both Bound vs F2 Bound Only: Abs(Diff Median)	K562 - Both Bound vs F2 Bound Only: Abs(Diff Average)	K562 - Both Bound vs F2 Bound Only: Abs(Diff Median)	Statistical Testing Directionality	HepG2 - Both Bound vs F1 Bound Only: Mann-Whitney U	K562 - Both Bound vs F1 Bound Only: Mann-Whitney U	HepG2 - Both Bound vs F2 Bound Only: Mann-Whitney U	K562 - Both Bound vs F2 Bound Only: Mann-Whitney U	HepG2 - Both Bound vs F1 Bound Only: Welch's t-test	K562 - Both Bound vs F1 Bound Only: Welch's t-test	HepG2 - Both Bound vs F2 Bound Only: Welch's t-test	K562 - Both Bound vs F2 Bound Only: Welch's t-test	All MWU Significant	Rec-Y2H	Street et al | IP-MS	Street et al | IP/SEC-MS (Both)	Rec-Y2H/Street et al. IP-MS (Union)
PRPF8_2-YBX3_4-interaction-shap	0.0034389484208077192	0.005474756006151438	-0.17347882688045502	-0.15538087487220764	1.497674584388733	1.520198941230774	8406	55710	0.9949264810849394	0.9777302997666486	1.0	0.999	1229076	879254	0.7922685716749815	0.7968151830983989	0.988	0.988	10417	304570	0.9914556974176827	0.9746015858423348	1.0	0.999	0.20265790940995787	0.01200000000000001	0.18091511666824966	0.01100000000000001	0.003470783667256727	0.0	0.0031287139243137974	0.0	greater	0.0	0.0	0.002881943139595643	2.633030040760963e-11	0.0	0.0	2.0884950200482598e-42	1.416583287557852e-20	true	None	False	False	False
U2AF2_3-U2AF1_4-interaction-shap	-0.020243816077709198	-0.008280680514872074	0.09508994966745377	0.018797004595398903	-0.4999644160270691	-0.05433831363916397	4544	3031	0.6242838908450704	0.7820884196634774	0.938	0.968	297233	182949	0.8255448587471781	0.8774072118459243	0.987	0.994	10011	8342	0.7133835780641294	0.9033755694078158	0.977	0.997	0.20126096790210768	0.049000000000000044	0.09531879218244688	0.026000000000000023	0.08909968721905903	0.039000000000000035	0.12128714974433841	0.029000000000000026	less	8.849912300186273e-167	1.6036490913978573e-102	2.833359679617395e-31	6.969042228537216e-139	8.871120649318684e-205	2.764392536051189e-54	2.0348294387150695e-34	2.7314018939071655e-72	true	Different-Position	Different-Position	False	Different-Position
AQR_2-LIN28B_4-interaction-shap	0.0327068455517292	0.017794376239180565	-0.24430587887763977	-0.24864131212234497	1.6433429718017578	1.5384678840637207	6963	43944	0.9929839149791756	0.9647378936828692	1.0	0.999	399560	1322187	0.7932613599959957	0.8113713181267094	0.992	0.992	43350	115819	0.9860547635524799	0.981508647113168	1.0	1.0	0.19972255498317992	0.008000000000000007	0.15336657555615985	0.007000000000000006	0.006929151426695701	0.0	0.016770753430298768	0.0010000000000000009	greater	0.0	0.0	1.5489113476421894e-53	1.9832714040528632e-11	0.0	0.0	3.8099727298335657e-35	1.0	true	None	False	False	False
KHSRP_2-KHSRP_5-interaction-shap	-0.03883606567978859	-0.08681655675172806	-0.23931440711021423	-0.14459437131881714	-0.3579765260219574	-0.023024987429380417	2877	28274	0.5696405978449774	0.7242020230600552	0.802	0.985	53839	256473	0.7676176563457716	0.8136162169117217	0.985	0.991	27171	238876	0.7471131721320525	0.8393648880590767	0.989	0.991	0.19797705850079417	0.18299999999999994	0.08941419385166649	0.006000000000000005	0.17747257428707508	0.18699999999999994	0.11516286499902151	0.006000000000000005	less	4.222862626600952e-115	4.038692585964606e-156	1.656345598743131e-87	1.1664278329571227e-212	5.539625351177725e-123	1.434997626099837e-267	4.562611416418742e-97	0.0	true				
AQR_2-GRWD1_4-interaction-shap	0.07544289529323578	0.012438415549695492	-0.24430587887763977	-0.24864131212234497	1.2845640182495117	0.8225722312927246	40064	35903	0.974385258586262	0.9738181767540317	1.0	1.0	366459	1330228	0.7772544404694659	0.81205331492045	0.99	0.992	331250	84093	0.9725332377358488	0.9764807296683432	1.0	1.0	0.1971308181167961	0.010000000000000009	0.16176486183358174	0.008000000000000007	0.0018520208504132496	0.0	0.0026625529143115	0.0	greater	0.0	0.0	1.9504787574398468e-28	8.76784792652051e-12	0.0	0.0	0.00023812746211883143	0.999917102120013	true	None	None	None	None
SRSF1_2-KHSRP_5-interaction-shap	0.04123134911060333	0.005738291423767805	-0.31190353631973267	-0.0830325111746788	-0.3579765260219574	-0.023024987429380417	419	2948	0.9717088305489259	0.9894833785617368	1.0	0.998	64238	110311	0.775193514742053	0.8381398591255633	0.979	0.995	29629	264202	0.7267043099665869	0.8253655082096277	0.986	0.991	0.19651531580687287	0.02100000000000002	0.15134351943617352	0.0030000000000000027	0.245004520582339	0.014000000000000012	0.16411787035210912	0.007000000000000006	greater	3.390036445735041e-23	1.3318290129972397e-59	7.010689775021874e-22	1.1104457717063724e-124	0.0	0.0	0.0	0.0	true	None	False	False	False
GRWD1_1-GRWD1_4-interaction-shap	0.02079639956355095	0.004800436086952686	-0.1194198951125145	-0.028099393472075462	1.2845640182495117	0.8225722312927246	77676	6762	0.9713715433338482	0.9958961845607809	1.0	1.0	330295	120344	0.7787548010112171	0.837344512397793	0.987	0.996	293638	113234	0.9730932304402019	0.9744770828549729	1.0	1.0	0.19261674232263115	0.013000000000000012	0.15855167216298793	0.0040000000000000036	0.0017216871063536754	0.0	0.021419101705807964	0.0	greater	0.0	0.0	0.00021820586246596254	8.578367457330008e-140	0.0	0.0	0.9999850350590667	0.0	true				
AQR_1-PRPF8_4-interaction-shap	0.0004634612414520234	0.0016121933003887534	-0.0681835189461708	-0.0025427292566746473	1.359736680984497	1.0885541439056396	81808	35732	0.9770182378251515	0.963686947274152	0.999	0.999	171407	245173	0.788365183452251	0.8504958661842861	0.994	0.993	682008	612998	0.9642658693153157	0.9554996590527214	1.0	0.999	0.18865305437290047	0.0050000000000000044	0.11319108108986597	0.006000000000000005	0.012752368509835854	0.0010000000000000009	0.008187288221430666	0.0	greater	0.0	0.0	2.6616402341444795e-99	1.5242089843002947e-6	0.0	0.0	0.0	8.760249717934124e-31	true	None	False	False	False
RPS3_2-SND1_4-interaction-shap	0.037192534655332565	0.0015187429962679744	-0.19573776423931122	-0.029996750876307487	1.6919124126434326	1.5452886819839478	41632	10193	0.9851262970791699	0.9943921318551947	1.0	0.999	94719	83455	0.7991590810713796	0.8399052663111856	0.997	0.998	105437	124710	0.9850143118639568	0.9815805468687355	0.999	0.999	0.18596721600779031	0.0030000000000000027	0.15448686554400914	0.0010000000000000009	0.00011198521521305072	0.0010000000000000009	0.012811584986459179	0.0	greater	0.0	3.9101687687104465e-126	2.3530819213986303e-188	2.3062476886333432e-27	0.0	0.0	0.3726060419553654	0.0	true	None	False	False	False
GRWD1_2-LIN28B_3-interaction-shap	0.0050515104085206985	0.0026512390468269587	-0.08323346078395844	-0.006107669323682785	1.011259913444519	1.3737187385559082	4401	7861	0.9959077482390365	0.9668563795954714	1.0	1.0	560201	170813	0.8107403217773621	0.8544542043052931	0.99	0.996	45075	127727	0.9822689073765944	0.9789664675440588	1.0	1.0	0.1851674264616744	0.010000000000000009	0.11240217529017837	0.0040000000000000036	0.013638840862442048	0.0	0.012110087948587367	0.0	greater	0.0	2.672512910291908e-276	1.030846280933653e-21	2.5646243915225476e-9	0.0	0.0	1.485704633537966e-209	0.9999999999865042	true	None	False	False	False
GRWD1_2-LIN28B_4-interaction-shap	0.0033650940749794245	0.00013384931662585586	-0.08323346078395844	-0.006107669323682785	1.6433429718017578	1.5384678840637207	4906	6939	0.9951459437423562	0.9945745784695201	1.0	1.0	559696	171735	0.8105799273176869	0.8539377005269746	0.99	0.996	45407	152824	0.9861350672803754	0.9760930154949483	1.0	0.999	0.1845660164246693	0.010000000000000009	0.14063687794254554	0.0040000000000000036	0.009010876461980843	0.0	0.01848156297457182	0.0010000000000000009	greater	0.0	0.0	7.332889907299676e-6	4.44731263516055e-87	0.0	0.0	2.7828659543102385e-119	0.0	true	None	False	False	False
IGF2BP1_2-LIN28B_3-interaction-shap	0.03402160480618477	0.002849569311365485	-0.09855891764163971	-0.2793510854244232	1.011259913444519	1.3737187385559082	718	2081	0.9997910863509749	0.9950576645843345	1.0	1.0	38613	82035	0.815927511459871	0.8440771378070336	0.996	0.996	48758	133507	0.983241950038968	0.978002599114653	1.0	1.0	0.18386357489110394	0.0040000000000000036	0.1509805267773009	0.0040000000000000036	0.01654913631200694	0.0	0.017055065469681496	0.0	greater	1.5875241442808815e-141	9.576011576953499e-142	3.3923583401918546e-74	2.310380829077363e-28	0.0	0.0	0.0	0.0	true	False	False	False	False
XRN2_3-YBX3_3-interaction-shap	0.09143999963998795	0.00026741757756099105	-0.09091314673423767	-0.004287945106625557	1.090239405632019	1.5398563146591187	310	1962	0.999416129032258	0.9928333333333333	1.0	1.0	4043	12500	0.8180366064803364	0.8867920800000001	0.996	0.997	16399	342645	0.9941961704982011	0.9775504939514658	1.0	0.999	0.18137952255192158	0.0040000000000000036	0.10604125333333325	0.0030000000000000027	0.005219958534056879	0.0	0.015282839381867586	0.0010000000000000009	greater	2.4905715819013447e-31	4.0584066607469956e-74	0.0018734742916759663	7.100660795523981e-32	8.190414838931046e-203	0.0	6.089154719476962e-190	2.6060192438652164e-143	true	None	None	None	None
GRWD1_1-RPS3_3-interaction-shap	0.004510602913796902	0.00219279108569026	-0.1194198951125145	-0.028099393472075462	0.7269369959831238	1.4697649478912354	4298	2966	0.9939925546765939	0.9910067430883345	1.0	1.0	403673	124140	0.8135270206330374	0.8423095859513452	0.991	0.996	114021	74470	0.9848288823988565	0.9899759097623203	1.0	0.999	0.18046553404355647	0.009000000000000008	0.14869715713698928	0.0040000000000000036	0.0091636722777374	0.0	0.0010308333260141689	0.0010000000000000009	greater	3.2099065654399926e-307	7.707387072010892e-196	2.3550195167293582e-12	1.202788845111457e-45	0.0	0.0	1.2044560110978927e-171	0.048122268240690096	true	None	False	False	False
PTBP1_3-GRWD1_6-interaction-shap	-0.0029973075725138187	-0.012330279685556889	-0.4695992171764374	-0.3358338475227356	-0.2737436294555664	-0.32360902428627014	633	922	0.463301737756714	0.6220195227765726	0.031	0.7204999999999999	11049	22292	0.6436707394334329	0.7278800915126502	0.933	0.978	503007	169856	0.7866340806390367	0.8076102404389601	0.989	0.994	0.18036900167671888	0.902	0.10586056873607763	0.25750000000000006	0.3233323428823227	0.958	0.18559071766238755	0.2735000000000001	less	0.0015626808483590051	5.349640151153565e-6	1.989768800339898e-34	5.528801461645716e-34	7.988569974147811e-19	1.3503367835836475e-15	1.098669151345787e-51	1.2827273340350718e-42	true	None	False	False	False
AQR_2-DDX3X_3-interaction-shap	0.006903442554175854	0.0037787454202771187	-0.24430587887763977	-0.24864131212234497	1.1461492776870728	1.1887235641479492	21345	40544	0.9646487702037948	0.9633935477505919	0.998	0.998	385178	1325587	0.7873742217883682	0.8118058060315924	0.991	0.992	67337	148736	0.9535965219715759	0.9570815404475039	0.997	0.996	0.17727454841542656	0.007000000000000006	0.15158774171899958	0.006000000000000005	0.011052248232218953	0.0010000000000000009	0.0063120073030880075	0.0020000000000000018	greater	0.0	0.0	5.175626293579651e-8	7.764266843545152e-72	0.0	0.0	7.644499755156853e-36	4.535408363446481e-26	true	None	False	False	False
GRWD1_1-DDX3X_3-interaction-shap	0.00011359900236129761	0.00010568001016508788	-0.1194198951125145	-0.028099393472075462	1.1461492776870728	1.1887235641479492	758	1212	0.9921160949868074	0.9913325082508252	1.0	0.997	407213	125894	0.8150993435867714	0.8443781514607527	0.992	0.996	87924	188068	0.955947556981029	0.9582215634770402	0.997	0.997	0.17701675140003603	0.008000000000000007	0.14695435679007252	0.0010000000000000009	0.03616853800577846	0.0030000000000000027	0.033110944773784956	0.0	greater	6.340504203714771e-43	4.4314486310715506e-13	2.976231519100368e-17	2.0911484111893847e-9	0.0	0.0	0.0	1.424515304392827e-132	true	None	False	False	False
IGF2BP1_1-LIN28B_3-interaction-shap	0.04556913301348686	0.00038007934927009046	-0.395353227853775	-0.019772345200181007	1.011259913444519	1.3737187385559082	1942	2966	0.9879011328527292	0.9943583951449764	1.0	0.999	33238	63009	0.8123234851675794	0.8111122220635146	0.997	0.995	47534	132622	0.9833015736104682	0.97790442762136	1.0	1.0	0.17557764768514983	0.0030000000000000027	0.18324617308146174	0.0040000000000000036	0.004599559242260964	0.0	0.016453967523616386	0.0010000000000000009	greater	1.103737467693568e-137	2.724203761499454e-142	2.089807593794007e-12	0.00013317340692821727	0.0	0.0	1.6816482539215195e-7	0.0	true	False	False	False	False
IGF2BP1_1-KHSRP_5-interaction-shap	0.028573838993906975	0.007052604574710131	-0.395353227853775	-0.019772345200181007	-0.3579765260219574	-0.023024987429380417	254	3969	0.9951338582677166	0.8269969765684051	1.0	0.999	34926	62006	0.8207566855637634	0.8188608521755959	0.998	0.995	29794	263181	0.727861448613815	0.8271792568612477	0.986	0.991	0.17437717270395325	0.0020000000000000018	0.008136124392809196	0.0040000000000000036	0.26727240965390164	0.014000000000000012	0.00018228029284261815	0.008000000000000007	greater	6.615194013986785e-20	8.505508152061125e-21	9.562493004070005e-38	5.0077230628875895e-39	0.0	0.0816788567964289	0.0	0.5127588711293867	true	None	False	False	False
RPS3_2-SND1_3-interaction-shap	0.02803601510822773	0.0030001539271324873	-0.19573776423931122	-0.029996750876307487	1.385410189628601	1.4929884672164917	34572	7881	0.9860232558139536	0.9890137038446898	1.0	0.999	101779	85767	0.8117542027333732	0.8445639465062321	0.997	0.998	81148	101004	0.9829897224823778	0.9827238723218883	1.0	0.999	0.17426905308058038	0.0030000000000000027	0.14444975733845766	0.0010000000000000009	0.003033533331575744	0.0	0.006289831522801492	0.0	greater	0.0	1.1143219386627945e-107	1.3727956337457525e-246	4.329548386031502e-23	0.0	0.0	1.6781161022619035e-11	1.1342869358554807e-50	true	None	False	False	False
GRWD1_2-UCHL5_3-interaction-shap	0.0011208803625777364	0.0001910475839395076	-0.08323346078395844	-0.006107669323682785	0.15853524208068848	1.345896601676941	15939	35850	0.9792900432900433	0.9893524686192469	1.0	1.0	548663	142824	0.8073291346418474	0.8267802190108107	0.99	0.994	22615	296078	0.9785080698651338	0.9754903775356492	1.0	1.0	0.1719609086481959	0.010000000000000009	0.1625722496084362	0.006000000000000005	0.0007819734249094878	0.0	0.013862091083597705	0.0	greater	0.0	0.0	7.380591824778441e-36	1.9540545476354705e-27	0.0	0.0	0.1942461657986927	0.0	true	None	None	None	None
YBX3_2-U2AF2_5-interaction-shap	0.00015269083087332547	0.000010548927093623206	-0.006006523501127958	-0.12133116275072098	-0.14822599291801453	-0.00855240412056446	822	12305	0.9969464720194647	0.8860733035351482	1.0	0.997	21035	383896	0.8253553125742811	0.8474168238272864	0.999	0.996	366677	281823	0.783177600449442	0.8154147390383325	0.981	0.988	0.17159115944518366	0.0010000000000000009	0.03865647970786179	0.0010000000000000009	0.21376887157002278	0.019000000000000017	0.07065856449681573	0.009000000000000008	greater	2.483745524734707e-26	0.000012871836856457459	2.9295391271053663e-114	4.653207329229253e-140	0.0	1.0186805452215208e-49	0.0	1.9777164684895785e-155	true	None	False	False	False
TIA1_3-LIN28B_4-interaction-shap	0.08557497709989548	0.0008388106361962855	-0.005151854828000069	-0.02320350520312786	1.6433429718017578	1.5384678840637207	8	198	1.0	0.9988636363636363	1.0	1.0	6123	22124	0.8307223583210844	0.7896986078466822	0.995	0.987	50305	159565	0.9870116489414571	0.9768684673957321	1.0	1.0	0.16927764167891557	0.0050000000000000044	0.20916502851695407	0.013000000000000012	0.012988351058542902	0.0	0.02199516896790421	0.0	greater	0.00040166931524141295	4.383838179690942e-49	0.015596367347555465	4.639017996248538e-23	0.0	0.0	0.0	1.0467809969537501e-235	true	False	False	False	False
RBM15_2-U2AF2_3-interaction-shap	-0.002755850087851286	-0.012574848718941212	-0.2698010206222534	-0.012530762702226639	0.09508994966745377	0.018797004595398903	2377	12782	0.6420058897770298	0.8381315913002659	0.966	0.985	10288	163955	0.8108612947122861	0.8224659937177885	0.988	0.991	299400	173198	0.8239474716098864	0.8786376517049848	0.987	0.995	0.1688554049352563	0.02200000000000002	0.01566559758247743	0.006000000000000005	0.18194158183285658	0.02100000000000002	0.040506060404718824	0.010000000000000009	less	2.806952805236183e-47	2.3999730362758534e-10	1.0947689641950877e-78	1.1375137182909254e-128	1.1648131036595327e-66	0.9999999757523409	2.0283947394318814e-85	1.240077136143857e-46	true	False	False	False	False
RPS3_2-AQR_4-interaction-shap	0.04960615187883377	0.017139114439487457	-0.19573776423931122	-0.029996750876307487	0.7352287769317627	1.1961925029754639	29221	29945	0.9859945929297423	0.9870717315077642	0.999	0.999	107130	63703	0.8204665266498645	0.7954455834105145	0.998	0.997	219512	935075	0.9610968010860454	0.9605929770339277	0.999	0.999	0.16552806627987782	0.0010000000000000009	0.19162614809724965	0.0020000000000000018	0.024897791843696893	0.0	0.02647875447383652	0.0	greater	0.0	0.0	7.348930927266295e-300	4.077672852819273e-263	0.0	0.0	0.0	0.0	true	None	False	False	False
YBX3_2-YBX3_5-interaction-shap	-0.11747533082962036	-0.10812390595674515	-0.006006523501127958	-0.12133116275072098	-0.09021826833486557	-0.012210392393171787	7193	82686	0.720776866397887	0.7458470357738916	0.998	0.996	14664	313515	0.8862718903436989	0.8757219048530372	1.0	0.996	19823	371487	0.8416470261817082	0.8543711677663014	0.999	0.995	0.16549502394581195	0.0020000000000000018	0.1298748690791457	0.0	0.12087015978382121	0.0010000000000000009	0.10852413199240984	0.0010000000000000009	less	3.2343980387697107e-156	0.0	7.8767740687963695e-81	6.842637950663251e-294	1.0337698055527092e-176	0.0	2.1695560143052378e-95	0.0	true				
U2AF1_1-SND1_4-interaction-shap	0.0026709865778684616	0.0033001319970935583	-0.006690714042633772	-0.0040973154827952385	1.6919124126434326	1.5452886819839478	822	1800	0.996721411192214	0.9923922222222222	1.0	0.999	21934	58319	0.8321422905078875	0.8454512080111113	0.984	0.994	146247	133103	0.9849803893413198	0.982415445181551	0.999	0.999	0.16457912068432656	0.016000000000000014	0.14694101421111094	0.0050000000000000044	0.011741021850894207	0.0010000000000000009	0.009976777040671236	0.0	greater	2.0364449856958078e-105	3.507728287575561e-75	3.745776006860685e-12	3.2421803697959097e-6	0.0	0.0	3.770467851345423e-198	1.6079262430569865e-83	true	None	None	None	None
ZNF800_2-PCBP1_6-interaction-shap	0.03526411950588226	0.007970858365297318	-0.02040981315076351	-0.4703950583934784	-0.6424940824508667	-0.4523454010486603	80	96	0.9999874999999999	0.9986562499999999	1.0	1.0	76903	78800	0.8432045433858236	0.8370642893401015	0.998	0.998	12527	28959	0.7937324179771693	0.7226959839773472	0.995	0.99	0.1567829566141763	0.0020000000000000018	0.16159196065989845	0.0020000000000000018	0.2062550820228306	0.0050000000000000044	0.27596026602265267	0.010000000000000009	greater	2.308216508508952e-19	2.0668283844253224e-16	4.852385919378731e-25	2.7172165388108627e-23	0.0	0.0	0.0	0.0	true	None	None	None	None
ZNF800_2-FXR2_3-interaction-shap	0.010006087832152843	0.00008541817805962637	-0.02040981315076351	-0.4703950583934784	0.6237109899520874	0.24987705051898956	3033	706	0.993384108143752	0.998957507082153	1.0	1.0	73950	78190	0.8372146585530764	0.835800908044507	0.997	0.998	34492	53526	0.9843012872550158	0.9765815491536824	1.0	1.0	0.15616944959067558	0.0030000000000000027	0.163156599037646	0.0020000000000000018	0.009082820888736243	0.0	0.02237595792847058	0.0	greater	1.6538324395785044e-151	3.963508706752771e-92	7.365163127264833e-23	9.888843796929201e-55	0.0	0.0	6.856343967736033e-139	0.0	true	None	None	None	None
GTF2F1_4-DDX3X_6-interaction-shap	0.017853185534477234	0.0015949101652950048	-0.1632487028837204	-0.03507205843925476	-0.9028724431991577	-1.598173975944519	627	188	0.9703811802232855	0.9971010638297871	1.0	1.0	12401	19226	0.8146207563906136	0.8183848954540726	0.982	0.986	24338	31404	0.4774962199030323	0.2815452490128646	0.401	0.04	0.15576042383267186	0.018000000000000016	0.17871616837571458	0.014000000000000012	0.49288496032025314	0.599	0.7155558148169225	0.96	greater	1.3875340985492056e-40	3.2934432506349126e-32	3.681635613014314e-168	1.4550549004309804e-100	1.585136528655921e-116	0.0	0.0	0.0	true	False	False	False	False
EFTUD2_5-RBM22_6-interaction-shap	-0.16411487758159637	-0.05602612718939781	0.06256677955389023	0.46036437153816223	-0.05091492459177971	-0.01289984118193388	8524	3475	0.735156381980291	0.8540129496402877	0.962	0.993	98672	142911	0.8897945009729202	0.9189851306057616	0.997	0.998	70355	86973	0.8383173619501102	0.8437428857231554	0.994	0.996	0.15463811899262925	0.03500000000000003	0.06497218096547386	0.0050000000000000044	0.10316097996981921	0.03200000000000003	0.010270063917132366	0.0030000000000000027	less	0.0	2.3708871427764407e-71	5.483022116093058e-265	1.4318177716487894e-10	8.956957464313829e-291	2.693081187777913e-30	7.290597115013079e-130	0.9634049031780775	true	False	False	False	False
